ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemMetric_Vienna_ens,ZipperStemStartMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,ThreeprimeDistStopFeature,RPKMFeature,LocalizationMetric_RNAstructure_ens,StartToBPStemMetric_RNAstructure_ens,BPToEndStemMetric_RNAstructure_ens,StartProtectionMetric_RNAstructure_ens,EndProtectionMetric_RNAstructure_ens,BPProtectionMetric_RNAstructure_ens,LongestStemMetric_Vienna_mfe,NWJMetric_Vienna_mfe,MLDMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemEndMetric_Vienna_mfe,LongestStemMetric_Vienna_ens,NWJMetric_Vienna_ens,MLDMetric_Vienna_ens,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,LengthFeature,ZipperStemStartMetric_RNAstructure_ens,ZipperStemEndMetric_RNAstructure_ens,LongestStemMetric_RNAstructure_ens,MLDMetric_RNAstructure_ens
"('chrII', 726917, 727011)",-,NM_001184510.3,20.068,2.796881414808826,11.512925464970229,0.2804285714285719,0.228428571428572,0.1105714285714288,0,0.0,-5.6848484848484855,0.0,0.0,36.24539281,19.763,3.729701448634192,11.512925464970229,0.4321428571428551,0.2657142857142869,0.085857142857143,14,0,0.5957446808510638,20.0,0,0,0.0,0.0,0.0,0.0,10.477,0.163,0.3776595744680851,18.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,11,0,0.5957446808510638,94,-6.225000000000003,0.0,9.439,0.3223404255319149
"('chrXVI', 218646, 218746)",+,NM_001183989.1,24.782,4.710530701645918,11.512925464970229,0.3677142857142863,0.0115714285714285,0.41057142857143,0,-1.9,-2.3384615384615413,0.0,0.0,33.01038222,25.075,4.268697949366879,11.512925464970229,0.3501428571428574,0.0145714285714285,0.429857142857145,29,0,0.45,25.0,0,0,0.4285714285714285,0.0,0.4285714285714285,0.0,12.894,0.08,0.309,25.0,0,0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,28,1,0.52,100,-2.0458333333333347,0.0,12.426,0.304
"('chrII', 653368, 653452)",+,NM_001178563.3,28.727,2.703062659591171,1.4524341636244356,0.1524285714285713,0.4954285714285732,0.3575714285714299,0,0.0,0.0,0.0,0.0,15.23422567,22.559,2.631089159966082,1.016111067156366,0.2129999999999998,0.5462857142857143,0.4427142857142869,7,0,0.6190476190476191,48.0,0,0,0.0,0.7142857142857143,0.1428571428571428,0.0,7.985,0.111,0.2547619047619048,48.0,0,0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,7,0,0.6190476190476191,84,0.0,0.0,7.247,0.2511904761904762
"('chrXII', 744153, 744287)",+,NM_001182194.1,13.645,11.512925464970229,0.0877389143080067,0.4444285714285719,0.6447142857142827,0.1604285714285715,0,0.0,0.0,-19.084090909090907,0.0,23.90171197,16.066,11.512925464970229,0.1851254841266889,0.3874285714285722,0.5865714285714256,0.1352857142857144,25,0,0.4850746268656716,13.0,0,-1,0.5714285714285714,0.8571428571428571,0.0,0.0,23.632,0.064,0.2238805970149254,13.0,0,-1,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,25,0,0.4850746268656716,134,0.0,-19.2859649122807,22.735,0.2238805970149254
"('chrIV', 1238630, 1238824)",-,NM_001184511.1,15.924,4.710530701645918,0.0377018671840115,0.2719999999999994,0.1141428571428573,0.3645714285714261,0,0.0,0.0,-25.23030303030304,0.0,28.76315563,19.205,4.268697949366879,0.1803235541312816,0.3242857142857135,0.232285714285714,0.3251428571428547,45,0,0.4793814432989691,22.0,0,-1,0.0,0.0,0.2857142857142857,-25.5,38.954,0.149,0.3603092783505154,28.0,0,-1,0.0,0.0,0.2857142857142857,0.0,-22.7,41,0,0.5154639175257731,194,0.0,-21.81111111111113,33.061,0.33608247422680415
"('chrVII', 253185, 253248)",-,NM_001181001.1,15.852,5.809142990314028,11.512925464970229,0.3665714285714291,0.1428571428571429,0.1974285714285718,0,0.0,0.0,0.0,0.0,28.38785219,14.341,11.512925464970229,11.512925464970229,0.3975714285714294,0.211142857142858,0.2437142857142864,7,0,0.7619047619047619,22.0,0,0,0.4285714285714285,0.0,0.0,0.0,7.38,0.032,0.2809523809523809,13.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,7,0,0.6190476190476191,63,0.0,0.0,6.924,0.26666666666666666
"('chrXII', 398532, 398626)",+,NM_001182015.1,39.756,11.512925464970229,11.512925464970229,0.2988571428571432,0.3458571428571417,0.1397142857142842,0,0.0,0.0,-0.4423076923076925,0.0,12.08706003,40.632,11.512925464970229,11.512925464970229,0.1312857142857144,0.627571428571426,0.1355714285714271,15,0,0.5319148936170213,45.0,0,0,0.0,0.8571428571428571,0.1428571428571428,-0.4,19.6,0.014,0.3914893617021276,45.0,0,0,0.0,0.8571428571428571,0.1428571428571428,0.0,-0.4,17,0,0.5319148936170213,94,0.0,-0.4290322580645156,15.898,0.35638297872340424
"('chrXIV', 366035, 366157)",+,NM_001184519.1,24.292,2.882403588246988,11.512925464970229,0.8248571428571418,0.0064285714285714,0.3764285714285719,0,0.0,0.0,-9.877319587628875,0.0,37.85586719,25.538,5.115995809754082,11.512925464970229,0.7327142857142853,0.0459999999999999,0.4007142857142871,35,0,0.4508196721311475,27.0,0,0,1.0,0.0,0.0,-8.7,16.284,0.268,0.2754098360655738,28.0,0,0,1.0,0.0,0.4285714285714285,0.0,-8.7,33,0,0.5081967213114754,122,0.0,-9.542424242424255,14.047,0.2795081967213115
"('chrV', 517851, 517929)",+,,11.177,11.512925464970229,4.710530701645918,0.4534285714285708,0.0911428571428571,0.5775714285714282,0,0.0,0.0,0.0,,,11.117,6.907755278982137,3.381394754365976,0.414285714285713,0.1302857142857144,0.5664285714285718,24,0,0.5769230769230769,11.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,22.636,0.002,0.4153846153846153,11.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,24,0,0.5769230769230769,78,0.0,0.0,22.133,0.40512820512820513
"('chrIV', 254955, 255044)",-,NM_001180174.1,8.227,0.0998203352822109,0.1875351238468421,0.584428571428566,0.1434285714285713,0.231857142857141,0,0.0,0.0,-6.790322580645151,959.0,26.74110844,9.834,0.1381133021296342,0.6143360001356555,0.5671428571428524,0.2005714285714287,0.2615714285714264,13,0,0.5842696629213483,10.0,-1,-1,0.5714285714285714,0.0,0.0,-6.9,13.158,0.006,0.2359550561797752,10.0,-1,-1,0.5714285714285714,0.0,0.0,0.0,-6.9,13,0,0.5842696629213483,89,0.0,-6.362499999999996,12.485,0.251685393258427
"('chrXIII', 559782, 560157)",+,,33.267,11.512925464970229,11.512925464970229,0.5179999999999993,0.4758571428571426,0.1957142857142854,0,0.0,-3.1714285714285717,-40.25499999999997,,,32.833,11.512925464970229,11.512925464970229,0.4421428571428576,0.5162857142857146,0.1141428571428577,99,2,0.4053333333333333,26.0,0,0,0.4285714285714285,0.7142857142857143,0.0,-50.1,53.258,1.073,0.2983999999999999,26.0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.0,-50.1,92,2,0.4053333333333333,375,-3.2142857142857144,-43.22199999999999,44.036,0.2885333333333333
"('chrII', 443705, 443833)",-,,24.125,2.137070654516472,1.6398971199188088,0.4079999999999997,0.2925714285714284,0.2361428571428551,0,0.0,-5.3625,-0.9,,,21.537,2.718100536955712,1.5606477482646683,0.5280000000000016,0.2124285714285715,0.2667142857142831,25,0,0.734375,12.0,-1,0,0.5714285714285714,0.0,0.0,0.0,21.324,0.112,0.31015625,22.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,26,0,0.4921875,128,-3.516666666666667,-0.9,17.04,0.32890625
"('chrX', 469183, 469263)",-,NM_001181679.1,30.123,11.512925464970229,5.809142990314028,0.4505714285714318,0.4485714285714267,0.4345714285714293,0,0.0,0.0,0.0,0.0,18.19321683,29.853,6.907755278982137,4.961845129926823,0.4717142857142895,0.4825714285714258,0.5174285714285719,12,0,0.6125,19.0,0,0,0.0,0.2857142857142857,0.0,0.0,6.321,0.007,0.28875,51.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,6,0,0.775,80,0.0,0.0,5.825,0.3025
"('chrVI', 242009, 242081)",+,NM_001180010.3,19.499,0.9728610833625494,11.512925464970229,0.3011428571428575,0.5095714285714306,0.5851428571428554,0,0.0,0.0,0.0,0.0,17.92780583,16.512,0.6674794338113675,11.512925464970229,0.3977142857142862,0.4568571428571431,0.5482857142857117,17,0,0.5694444444444444,28.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,10.798,0.051,0.3722222222222222,28.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,17,0,0.5694444444444444,72,0.0,0.0,10.659,0.31527777777777777
"('chrVII', 436312, 436374)",+,NM_001180898.2,11.811,3.772261063052988,11.512925464970229,0.5858571428571391,0.4278571428571446,0.2844285714285682,0,0.0,0.0,0.0,655.0,1.538720856,11.567,2.453407982728629,11.512925464970229,0.5311428571428536,0.3488571428571428,0.2888571428571397,16,0,0.5483870967741935,12.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,9.348,0.02,0.4483870967741935,12.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,0.0,16,0,0.5483870967741935,62,0.0,0.0,8.427,0.4129032258064516
"('chrXVI', 412888, 412995)",+,NM_001183889.1,23.516,6.214608098422191,0.791863153499103,0.2682857142857134,0.4052857142857116,0.3575714285714268,0,-8.4,-7.725000000000003,-5.599999999999996,2897.0,34.4748718,25.478,6.907755278982137,1.067113621608739,0.2345714285714273,0.4954285714285687,0.3549999999999986,9,0,0.6448598130841121,15.0,0,-1,0.2857142857142857,0.2857142857142857,0.2857142857142857,-5.6,8.63,0.146,0.2579439252336448,42.0,0,0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,16,0,0.5327102803738317,107,-6.505263157894739,-5.599999999999998,8.599,0.25420560747663545
"('chrIV', 1319617, 1319816)",-,NM_001180732.1,28.749,6.907755278982137,11.512925464970229,0.2608571428571438,0.642428571428567,0.2449999999999977,0,0.0,0.0,0.0,193.0,78.31482837,32.821,11.512925464970229,11.512925464970229,0.1422857142857143,0.6831428571428497,0.1947142857142837,46,0,0.3366834170854271,43.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,17.765,0.31,0.1874371859296482,43.0,0,0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,48,0,0.3316582914572864,199,0.0,0.0,17.746,0.1748743718592965
"('chrVII', 157199, 157282)",-,NM_001181048.1,14.292,0.3354727362881294,6.907755278982137,0.4888571428571468,0.4582857142857131,0.3352857142857147,0,0.0,0.0,-8.08695652173913,0.0,1.790528125,15.372,0.4861330111756192,11.512925464970229,0.3868571428571461,0.4801428571428557,0.2177142857142859,21,0,0.5662650602409639,40.0,0,0,0.1428571428571428,1.0,0.4285714285714285,0.0,10.346,0.017,0.2602409638554216,14.0,-1,0,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,-8.0,12,0,0.5421686746987951,83,0.0,-8.093827160493827,8.735,0.24216867469879516
"('chrXI', 449951, 450020)",-,NM_001179795.1,4.802,0.0954101848046581,11.512925464970229,0.6059999999999981,0.1077142857142856,0.5348571428571381,0,0.0,0.0,0.0,0.0,4.775938143,12.309,0.2876820724517809,11.512925464970229,0.3897142857142873,0.3044285714285719,0.4724285714285689,16,0,0.6811594202898551,1.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,0.0,14.729,0.013,0.3434782608695652,1.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,16,0,0.6811594202898551,69,0.0,0.0,11.84,0.3333333333333333
"('chrXII', 786615, 786712)",+,NM_001182218.1,20.987,0.7765287894989963,0.818710403535291,0.66942857142857,0.1758571428571423,0.483714285714285,0,0.0,0.0,-8.536585365853664,0.0,3.935596153,28.683,1.5558971455060706,1.5994875815809322,0.5691428571428551,0.1861428571428566,0.5214285714285695,11,0,0.6494845360824743,3.0,-1,-1,1.0,0.0,0.2857142857142857,-8.8,13.635,0.036,0.2979381443298969,3.0,-1,-1,1.0,0.0,0.2857142857142857,0.0,-8.8,11,0,0.6494845360824743,97,0.0,-8.133333333333336,14.367,0.32268041237113404
"('chrXII', 1024572, 1024654)",+,NM_001182333.3,14.758,2.864704011147587,11.512925464970229,0.7097142857142866,0.0461428571428571,0.1784285714285711,0,0.0,0.0,0.0,0.0,0.787547425,14.239,2.551046452292545,11.512925464970229,0.6097142857142845,0.0665714285714285,0.2428571428571414,8,0,0.8170731707317073,34.0,0,0,0.4285714285714285,0.0,0.0,0.0,12.612,0.071,0.2548780487804878,13.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,17,0,0.7317073170731707,82,0.0,0.0,9.966,0.2646341463414634
"('chrIII', 107033, 107287)",+,NM_001184518.1,25.438,11.512925464970229,1.903808973036678,0.6804285714285655,0.6902857142857061,0.5260000000000004,0,0.0,0.0,0.0,0.0,111.1332649,25.817,11.512925464970229,0.8627499649461253,0.4701428571428578,0.6607142857142795,0.6345714285714249,67,1,0.3858267716535433,30.0,0,0,0.7142857142857143,0.7142857142857143,0.4285714285714285,0.0,20.736,0.894,0.1996062992125984,27.0,0,0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,67,1,0.3818897637795275,254,0.0,0.0,20.375,0.21299212598425193
"('chrVII', 946327, 946420)",+,NM_001181354.3,12.8,6.907755278982137,11.512925464970229,0.373,0.094857142857143,0.1971428571428572,0,0.0,-5.75,0.0,0.0,1.193733276,10.883,11.512925464970229,11.512925464970229,0.4444285714285718,0.0447142857142856,0.2598571428571434,12,0,0.5806451612903226,17.0,0,0,0.0,0.0,0.0,0.0,9.613,0.454,0.2731182795698924,17.0,0,0,0.0,0.0,0.0,0.0,0.0,12,0,0.5806451612903226,93,0.0,0.0,8.757,0.23548387096774195
"('chrII', 462209, 462499)",+,NM_001184520.1,32.376,11.512925464970229,11.512925464970229,0.5809999999999971,0.5938571428571368,0.514142857142852,0,0.0,-7.7,0.0,22.0,33.13672659,32.141,11.512925464970229,11.512925464970229,0.577285714285711,0.6017142857142797,0.5175714285714234,61,2,0.4517241379310345,33.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,15.674,1.238,0.1986206896551724,33.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,66,2,0.3206896551724137,290,-7.7,0.0,15.204,0.18999999999999997
"('chrXIV', 609790, 609874)",+,NM_001182851.1,17.717,2.0325579557809856,0.1839228381609285,0.2488571428571415,0.23442857142857,0.3239999999999994,0,0.0,0.0,-4.259523809523812,0.0,4.976294786,15.13,1.5511690043101247,0.2281560931377539,0.3338571428571425,0.2058571428571421,0.3127142857142859,10,0,0.5238095238095238,25.0,0,-1,0.0,0.2857142857142857,0.2857142857142857,0.0,9.694,0.2,0.2726190476190476,23.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,8,0,0.6071428571428571,84,0.0,-4.400000000000003,9.275,0.2773809523809524
"('chrVII', 435679, 435749)",+,NM_001180898.2,25.96,11.512925464970229,11.512925464970229,0.4367142857142856,0.2025714285714269,0.2857142857142826,0,0.0,0.0,0.0,50.0,1.538720856,27.516,11.512925464970229,5.809142990314028,0.3984285714285715,0.2848571428571417,0.2831428571428539,10,0,0.5571428571428572,26.0,0,0,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.0,11.075,0.005,0.3428571428571429,26.0,0,0,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.0,0.0,12,0,0.5571428571428572,70,0.0,0.0,10.802,0.34142857142857147
"('chrV', 239623, 239711)",-,NM_001180023.1,30.316,5.809142990314028,4.199705077879927,0.203999999999999,0.4919999999999988,0.6492857142857076,0,0.0,0.0,-2.466666666666667,0.0,2.088189152,31.211,5.521460917862246,4.135166556742356,0.2527142857142832,0.3758571428571425,0.6462857142857079,11,0,0.5454545454545454,31.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,8.444,0.148,0.2602272727272727,31.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,6,0,0.5681818181818182,88,0.0,-2.6,8.7,0.2886363636363637
"('chrI', 142253, 142619)",+,NM_001178150.1,17.633,5.298317366548036,2.6736487743848776,0.3458571428571421,0.1801428571428572,0.4440000000000008,0,0.0,-11.987499999999995,-2.6499999999999986,0.0,1890.985199,17.229,6.907755278982137,2.2926347621408776,0.3284285714285711,0.3461428571428563,0.4681428571428574,94,0,0.3415300546448087,14.0,0,0,0.0,0.0,0.4285714285714285,-2.6,22.085,0.503,0.2316939890710382,14.0,0,0,0.0,0.0,0.8571428571428571,0.0,0.0,90,0,0.3442622950819672,366,-12.567441860465117,-2.598039215686273,22.866,0.2502732240437158
"('chrII', 45644, 45977)",+,,18.577,1.4354846053106625,2.1541650878757723,0.477571428571429,0.203857142857143,0.5949999999999989,0,-22.5,-21.912121212121225,-1.0,,,17.375,1.1147416705979931,1.4828052615007343,0.525714285714286,0.3269999999999994,0.6449999999999975,88,2,0.4084084084084084,19.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,21.34,1.596,0.272072072072072,19.0,0,0,0.4285714285714285,0.0,0.7142857142857143,-22.5,0.0,91,2,0.4144144144144144,333,-22.087878787878786,0.0,19.752,0.24084084084084084
"('chrXV', 867149, 867586)",+,NM_001183712.1,19.512,11.512925464970229,11.512925464970229,0.7525714285714228,0.3825714285714294,0.3744285714285725,0,-26.6,-25.003260869565203,-13.375999999999983,0.0,1656.958824,20.802,11.512925464970229,11.512925464970229,0.6485714285714261,0.2627142857142857,0.3697142857142855,114,3,0.3546910755148741,12.0,0,0,0.7142857142857143,0.0,0.4285714285714285,-13.6,26.149,2.166,0.2583524027459954,14.0,0,0,0.5714285714285714,0.0,0.4285714285714285,-22.5,-13.6,102,2,0.3226544622425629,437,-20.158024691358026,-13.212244897959176,22.292,0.23409610983981693
"('chrVII', 311015, 311526)",+,NM_001180968.1,13.552,2.7806208939370456,0.5869869847315546,0.4307142857142856,0.6089999999999994,0.494571428571429,0,-34.9,-29.18800000000003,-4.768518518518522,0.0,2675.257161,15.917,3.123565645063876,0.6273594400219421,0.3561428571428568,0.6068571428571423,0.5264285714285719,153,2,0.410958904109589,21.0,0,-1,0.0,1.0,0.4285714285714285,0.0,57.598,1.535,0.2892367906066536,12.0,0,-1,0.0,1.0,0.4285714285714285,-11.1,0.0,168,2,0.4090019569471624,511,-24.88700000000001,-4.827083333333336,52.956,0.2911937377690802
"('chrIV', 322282, 322703)",+,NM_001180134.1,31.083,11.512925464970229,4.710530701645918,0.1735714285714279,0.4269999999999994,0.0542857142857143,0,-13.4,-13.162000000000011,0.0,0.0,1432.213973,30.541,6.214608098422191,3.963316299815697,0.2142857142857126,0.4549999999999999,0.073,107,2,0.3182897862232779,32.0,0,0,0.0,0.2857142857142857,0.0,0.0,17.963,0.95,0.2061757719714964,32.0,0,0,0.0,0.2857142857142857,0.0,-13.4,0.0,106,2,0.3206650831353919,421,-13.262626262626272,0.0,16.29,0.20593824228028507
"('chrXVI', 654167, 654570)",+,NM_001184140.1,32.517,11.512925464970229,6.214608098422191,0.4511428571428582,0.4267142857142841,0.0414285714285714,0,-21.7,-23.892,0.0,0.0,928.8330053,35.019,11.512925464970229,3.816712825623821,0.3425714285714288,0.4124285714285695,0.0318571428571428,113,0,0.3870967741935484,31.0,0,0,0.5714285714285714,0.5714285714285714,0.0,0.0,31.892,0.278,0.2761786600496277,35.0,0,0,0.4285714285714285,0.0,0.0,-21.7,0.0,93,0,0.3870967741935484,403,-22.474000000000014,-1.5,26.237,0.2632754342431762
"('chrIV', 491559, 491898)",+,NM_001180333.3,21.134,2.137070654516472,11.512925464970229,0.4288571428571411,0.2151428571428574,0.2798571428571406,0,-26.8,-22.827272727272724,0.0,0.0,1055.744106,23.726,3.352407217492724,11.512925464970229,0.3329999999999989,0.2271428571428576,0.227142857142856,95,1,0.3657817109144542,14.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,23.104,0.985,0.2206489675516224,25.0,0,0,0.5714285714285714,0.5714285714285714,0.0,-26.8,0.0,100,1,0.336283185840708,339,-22.62783505154639,0.0,21.659,0.21032448377581123
"('chrII', 604514, 604927)",+,NM_001178537.3,22.983,11.512925464970229,4.268697949366879,0.3127142857142854,0.0695714285714286,0.6082857142857105,0,-15.4,-20.783870967741937,0.0,0.0,2465.755565,22.928,6.214608098422191,3.270169119255751,0.3619999999999996,0.0789999999999999,0.5689999999999953,104,1,0.3777239709443099,31.0,0,0,0.0,0.0,0.5714285714285714,0.0,50.3,1.087,0.2946731234866827,24.0,0,0,0.5714285714285714,0.0,0.5714285714285714,-15.4,0.0,107,1,0.3704600484261501,413,-18.272500000000015,0.0,48.247,0.2966101694915254
"('chrXIII', 732465, 732875)",+,NM_001182737.1,33.53,11.512925464970229,11.512925464970229,0.9541428571428572,0.0859999999999999,0.115428571428572,0,0.0,0.0,0.0,0.0,1016.342571,34.142,11.512925464970229,11.512925464970229,0.8001428571428564,0.0849999999999999,0.1987142857142848,112,1,0.3414634146341463,34.0,0,0,1.0,0.1428571428571428,0.0,0.0,26.74,0.682,0.214390243902439,34.0,0,0,1.0,0.0,0.2857142857142857,0.0,0.0,101,0,0.2902439024390243,410,0.0,0.0,19.421,0.16536585365853657
"('chrV', 269751, 270148)",-,NM_001180036.1,10.938,11.512925464970229,1.8578992717326,0.7189999999999919,0.0955714285714286,0.2037142857142848,0,0.0,0.0,-8.0,0.0,587.3589283,7.248,11.512925464970229,1.258781040820931,0.8845714285714283,0.0925714285714287,0.5902857142857117,105,0,0.2896725440806045,11.0,0,0,0.7142857142857143,0.1428571428571428,0.1428571428571428,-8.0,23.478,0.448,0.2113350125944584,5.0,0,0,1.0,0.0,0.7142857142857143,0.0,-8.0,101,0,0.3702770780856423,397,-17.8,-8.0,19.118,0.20730478589420653
"('chrIX', 256554, 257026)",-,NM_001179402.1,16.395,2.617295837833746,11.512925464970229,0.8384285714285745,0.6567142857142795,0.2561428571428554,0,0.0,-9.78888888888889,-3.2444444444444445,0.0,1049.215486,15.008,2.05572501506252,6.214608098422191,0.8214285714285733,0.6101428571428544,0.3032857142857121,138,1,0.2733050847457627,19.0,0,0,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,27.594,2.014,0.2273305084745763,14.0,0,0,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,-3.0,140,1,0.2521186440677966,472,-7.394736842105265,-3.1818181818181817,22.082,0.2245762711864407
"('chrXV', 80360, 80774)",+,NM_001183381.1,4.927,0.0181639706276711,0.2045671657412744,0.5494285714285745,0.2981428571428559,0.6467142857142806,0,-12.7,-17.54343434343435,-5.568852459016394,0.0,1812.921438,5.2,0.0212236364516266,0.2331938871677111,0.5362857142857177,0.3199999999999988,0.6125714285714244,115,1,0.3719806763285024,1.0,-1,-1,0.7142857142857143,0.0,0.5714285714285714,-5.5,45.101,1.032,0.2888888888888888,1.0,-1,-1,0.7142857142857143,0.0,0.5714285714285714,-12.7,-5.5,111,0,0.4251207729468599,414,-17.140000000000008,-5.56949152542373,44.562,0.29758454106280197
"('chrXVI', 282140, 282665)",+,NM_001183957.1,14.603,0.6831968497067772,0.5481814103097596,0.5024285714285736,0.1710000000000001,0.5375714285714296,0,-14.8,-14.558999999999996,0.0,0.0,877.32484,11.466,0.327116141697188,0.5191938734365074,0.5588571428571429,0.1407142857142856,0.5695714285714281,140,1,0.3961904761904762,5.0,-1,-1,0.7142857142857143,0.0,0.7142857142857143,0.0,25.338,1.557,0.2965714285714286,5.0,-1,-1,0.7142857142857143,0.0,0.7142857142857143,-14.8,0.0,132,1,0.4095238095238095,525,-14.409999999999998,0.0,20.931,0.28247619047619044
"('chrVIII', 148116, 148666)",-,NM_001179151.1,26.77,11.512925464970229,11.512925464970229,0.7957142857142863,0.6637142857142793,0.4261428571428568,0,-13.6,-15.606521739130438,-6.675000000000001,0.0,1302.536338,27.533,6.907755278982137,11.512925464970229,0.7498571428571424,0.6439999999999947,0.5488571428571415,165,5,0.4072727272727273,29.0,0,0,0.8571428571428571,0.7142857142857143,0.8571428571428571,-8.5,31.518,3.234,0.2907272727272727,28.0,0,0,0.8571428571428571,0.7142857142857143,0.8571428571428571,-13.6,-1.8,170,5,0.4072727272727273,550,-14.895959595959587,-4.640000000000003,24.814,0.2710909090909091
"('chrVII', 365526, 365985)",-,NM_001180941.1,18.883,2.0874737133771,1.1394342831883648,0.6079999999999962,0.4604285714285733,0.3494285714285722,0,-30.5,-28.818390804597698,0.0,1089.0,543.1591058,16.922,2.4769384801388235,1.3783261914707137,0.6514285714285675,0.5025714285714283,0.3527142857142855,139,0,0.3725490196078431,14.0,0,-1,0.5714285714285714,0.4285714285714285,0.0,0.0,38.771,0.573,0.2851851851851852,22.0,0,0,0.7142857142857143,0.7142857142857143,0.5714285714285714,-28.5,0.0,126,0,0.4030501089324618,459,-28.302000000000007,0.0,36.608,0.2553376906318083
"('chrVII', 364964, 365432)",-,NM_001180941.1,15.408,4.509860006183766,11.512925464970229,0.5418571428571426,0.0297142857142856,0.6504285714285675,0,-14.2,-13.364000000000004,0.0,1143.0,543.1591058,16.533,4.961845129926823,11.512925464970229,0.4810000000000011,0.0561428571428571,0.6751428571428528,129,1,0.4871794871794871,29.0,0,0,0.0,0.0,0.5714285714285714,0.0,44.945,1.067,0.3277777777777778,12.0,0,0,0.7142857142857143,0.0,1.0,-12.3,0.0,127,1,0.4230769230769231,468,-13.160714285714288,0.0,41.968,0.31987179487179485
"('chrX', 702798, 703054)",-,NM_001181803.3,25.226,6.907755278982137,0.9137938516755678,0.6671428571428546,0.6027142857142832,0.5415714285714296,0,0.0,-21.596875,-8.106666666666678,0.0,1739.735617,34.865,11.512925464970229,1.8388510767619053,0.5948571428571425,0.5845714285714261,0.5577142857142866,72,1,0.37890625,27.0,0,0,0.7142857142857143,0.7142857142857143,0.4285714285714285,-7.6,29.972,0.438,0.248828125,29.0,0,0,0.7142857142857143,0.7142857142857143,0.4285714285714285,0.0,-7.6,73,1,0.38671875,256,-20.374999999999996,-7.614893617021289,20.764,0.209375
"('chrX', 75938, 76324)",+,NM_001181622.1,6.776,2.353878387381596,6.214608098422191,0.6692857142857092,0.0272857142857142,0.8125714285714323,0,0.0,-21.907692307692308,-7.415625000000012,0.0,871.4803523,13.922,3.036554268074246,11.512925464970229,0.4821428571428592,0.0722857142857142,0.675285714285714,93,0,0.4637305699481865,5.0,0,0,0.7142857142857143,0.0,0.8571428571428571,-7.6,40.656,0.941,0.2699481865284974,5.0,0,0,0.7142857142857143,0.0,0.8571428571428571,0.0,-7.6,103,2,0.4533678756476684,386,-15.500000000000004,-7.170588235294126,22.136,0.27305699481865287
